ID,Block,Chapter / Subtopic,Question Type,Question Text,Data / Paragraph,Option A,Option B,Option C,Option D,Option E,Correct Answer,Difficulty Level
Q480,VARC,FACT INFERENCE JUDGEMENT,Logical Deduction,Which of the following necessarily follows if the above is true?,All mobile phones with advanced camera features are popular among social media influencers.\nMobile phones that are popular among social media influencers often have high storage capacity.\nNone of the mobile phones manufactured by Brand B have advanced camera features.,All mobile phones that are popular among social media influencers have high storage capacity.,Mobile phones manufactured by Brand B are popular among social media influencers.,None of the mobile phones manufactured by Brand B are popular among social media influencers.,All mobile phones with high storage capacity also have advanced camera features.,,C,Easy
Q481,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,Which of the following can be inferred from the passage?,The study of ancient civilisations reveals much about human history... some civilisations that isolated themselves from others faced stagnation...,Isolation leads to greater cultural advancements than interaction with others.,All ancient civilisations experienced the same level of development regardless of their interactions.,Trade and cultural exchange can be key drivers of societal progress.,Art and architecture have no relationship to the progress of technology in ancient societies.,,C,Easy
Q482,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,Which of the following can be inferred from the passage?,"The exploration of space has captivated humanity for decades... the potential benefits, including inspiring future generations and fostering international collaboration, are profound.",The financial costs of space exploration can sometimes outweigh its benefits.,Space exploration primarily serves scientific communities more than the society in general.,Technological advancements resulting from space missions are limited to astronomy.,The potential benefits of space exploration include inspiring future generations and promoting global cooperation.,,D,Easy
Q483,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,Which of the following can be inferred from the passage?,Art has long served as a powerful means of expression... exposure to diverse forms of art can enhance creativity and foster empathy among individuals...,Art only serves to reflect societal norms and values.,Exposure to diverse art forms can enhance creativity and promote empathy.,Engaging with different art forms has limited impact on individual creativity.,The relationship between art and societal changes is static and unchanging.,,B,Easy
Q484,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,Which of the statements below is most consistent with the paragraph?,An enterprise has the responsibility to ensure the safety of its products... some enterprises prioritise profits over safety...,Consumers are solely responsible for assessing the risks of the products they buy.,It is acceptable for enterprises to release potentially harmful products if the risk of harm is low.,"Enterprises should always prioritise consumer safety over profit, even if it affects their financial performance.","Enterprises have no obligation to warn consumers about every possible risk, only significant defects.",,C,Moderate
Q485,VARC,FACT INFERENCE JUDGEMENT,Principle Application,"Based on the principle, which of the following actions would be justified?","Where public safety or the protection of human life is at stake, it is justified to limit personal freedoms and privacy...","Pinto, a public health official, enforced temporary closure of all schools during a severe flu outbreak...","Laila, a private company CEO, ordered the installation of surveillance cameras inside employee restrooms to prevent theft...","Sanju, a police officer, initiated random searches of people's homes without a warrant...","Sarita, a local politician, proposed limiting internet access in her town...",,A,Moderate
Q486,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,"Based on the passage, which conclusion necessarily follows?",The rapid advancement of technology has significantly changed the way people interact... it can also lead to feelings of isolation and disconnection...,Technology has completely replaced the need for in-person communication.,People prefer online interactions over face-to-face conversations.,"While technology can enhance connections, it may also hinder personal relationships.",All of the above,,C,Moderate
Q487,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,Which of the following can be properly inferred from the passage?,Caroline Hoxby has produced a large body of research looking at college applications by low-income students... this is either a consequence of them being under informed about their options ... or believing that the culture and atmosphere of prestigious colleges wouldn't be very inviting...,"Low Income Students refrain from applying to prestigious schools, because they are under informed or they are intimidated by the culture of prestigious colleges.","Low Income Students refrain from applying to prestigious schools, because they are more influenced by peer pressure to conform to certain choices.","Low Income Students refrain from applying to prestigious schools, because they are influenced by the public relations.","Low Income Students refrain from applying to prestigious schools, because they are repelled by the culture of prestigious colleges.",,A,Moderate
Q488,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,Which of the following assumption is made in the passage?,"""The art of war is of vital importance to the State. It is a matter of life and death, a road either to safety or to ruin. Hence it is a subject of enquiry on which no account can be neglected.""",Matters of life and death should not be neglected.,Matters of life and death are of vital importance to the State.,Both (A) and (B),Neither (A) nor (B),,C,Moderate
Q489,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,Which of the following can be inferred?,"In a survey of IT professionals in Bangalore, those who regularly practiced yoga reported fewer instances of work-related stress than those who did not. Priyanka, an IT professional from Bangalore, rarely feels work-related stress.",Priyanka practices yoga daily.,Priyanka never practices yoga.,Priyanka might be practising yoga.,None of the above.,,C,Moderate
Q490,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,Which one of the following statements can be properly inferred from the passage?,The quickest way to decarbonise in the near term is scaling up renewable energies to replace coal and gas... for some sectors this will not be enough.,Transport and home heating cannot be powered using coal and gas.,Air travel and shipping can be decarbonised over the long-term using current renewable energy technologies.,Existing modes of generating renewable energy are insufficient for decarbonising cement manufacturing.,Long-haul trucking can only be powered using coal and gas.,,C,Difficult
Q491,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,Which one of the following statements can be inferred from the passage?,"The April 1986 disaster at the Chernobyl nuclear power plant... was a direct consequence of Cold War isolation and the resulting lack of any safety culture... Since then, the safety of all Soviet-designed reactors has improved vastly.",Financial investment in nuclear reactor safety was not a priority for governments prior to the Chernobyl disaster.,"In the period preceding the Chernobyl disaster, Western nuclear scientists believed their nuclear reactors are superior than Soviet reactor designs.","The level of collaboration between Western and Eastern nations in the pre-Chernobyl era/before 1986, in relation to safe nuclear reactor designs, was lower compared to the post-Chernobyl era.",Both (B) and (C),,C,Difficult
Q492,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,Which one of the following statements can be inferred from the passage?,"Black people are about twice as likely to develop Alzheimer's disease as White people, but for years the pharmaceutical industry has mostly left them out of trials...",Drug companies find it economical to enroll non-black participants in clinical trials.,Black people are reluctant to enroll in clinical trials.,The approval of Drug X will enable pharmaceutical companies to better understand Alzheimer's disease.,The approved Drug 'X' may not be as safe and efficacious among Black patients as it would be among White patients.,,D,Difficult
